id,image,source
713.0,1688933b-f027-4fc1-b210-eb4c056007f0.png,5.0
713.0,12cbc450-b06e-4422-907a-d538237f07a3.png,5.0
726.0,b0885a72-f7dc-4ff5-9b37-51b632953ad5.png,2.0
753.0,0f826f24-c785-4ecb-8ead-a739e0f9386c.png,4.0
754.0,07772765-bbe8-4306-a3d5-ace8d359b0a3.png,3.0
768.0,d26411d7-4376-4229-8910-ed9687d1b170.png,5.0
777.0,c1b1ded4-4530-4463-b909-cddaa1cfce29.png,0.0
777.0,e72d1df8-064d-4d37-b788-55db7962efd2.png,0.0
777.0,e81ad99d-bbda-47ab-874d-a3e92e8ec4cf.png,0.0
780.0,54a5a5cf-a5b9-452f-95ec-0c6e911341b4.png,0.0
782.0,0fc4b6fa-14f3-4717-8d82-f886daad015b.png,1.0
792.0,8e7a3544-fbb1-4e7b-b744-a70efd971297.png,5.0
792.0,a0a6dc2e-2e6b-45b6-9cc7-7196cb83ea1c.png,5.0
798.0,72c6c34c-8fa8-4e28-88d3-76bbbbde7653.png,2.0
799.0,148eb05b-6602-458b-8df0-83a26fcd17a5.png,0.0
799.0,2616f6a6-fd67-4bb0-8748-d2f8018339c1.png,0.0
801.0,4efa1ade-b7a9-4057-ac40-d9da133cb6a5.png,1.0
808.0,74f88a5a-1a09-43d4-bf59-113221287849.png,1.0
851.0,3ff41cfb-79c5-4b49-b814-30a5b45c2c7c.png,0.0
857.0,08939b56-e86f-440b-a8db-bf1e7ca520b8.png,0.0
857.0,2e38330c-c8f9-454b-8295-539b9b9a5a5d.png,0.0
859.0,e5b14f57-4fe4-4492-8b8f-ceda32e76ce8.png,4.0
868.0,a6907e0b-3904-4b65-a268-2f2600cdf966.png,1.0
870.0,32ebadd1-abed-427c-a9ea-c0bc5edd425e.png,1.0
874.0,4f7249bf-4e8a-4484-96e6-02a233531416.png,1.0
922.0,9b5189b9-34aa-4ac7-9314-f49caa504809.png,6.0
922.0,6f2f0c57-ee61-4a82-8f48-f1145855bb06.png,6.0
944.0,422d0ec0-0228-4e62-959e-9fe3946f6256.png,0.0
1018.0,a4dea545-a1f2-4ad6-8005-ae5c2adfd7fe.png,0.0
1019.0,c17bafc0-ef27-402b-a875-60911de6f489.png,1.0
1019.0,e82130be-8ddf-4f67-a1a0-6bf4ff6068bf.png,1.0
1019.0,93347454-aa4e-49ed-83bc-d33767ba1c3a.png,1.0
1021.0,cc3d940e-1e1f-448c-8fd8-8c80a0e6abf1.png,6.0
1040.0,ae256756-fb84-415f-adcd-74257453471d.png,0.0
1040.0,3c81a72c-221a-4657-ad89-613e64052fe7.png,0.0
1070.0,d17f784a-7e5d-47bb-86d1-6cd78c0cd93a.png,6.0
1088.0,109c3e17-13f8-4cb6-863f-3b8a75938366.png,2.0
1099.0,cbf1fd27-fb00-49c0-9bb2-188fb1ace290.png,5.0
1105.0,0f5d0dad-a12c-4358-9f06-f7c1f2ce18fa.png,0.0
1117.0,78944a5a-7489-47e0-af41-9e57247ea6a1.png,0.0
1117.0,e3a21939-d2c4-4b59-b328-ef38d31337a5.png,0.0
1120.0,8acd3a52-4fe8-45d0-8ed5-27b5c48e6dc2.png,6.0
1126.0,45cea761-542e-4521-b3cc-cba5d136bf87.png,0.0
1137.0,3be56704-01d5-4dfa-ac33-2f2fb08a8cd4.png,0.0
1137.0,70ae3b23-9196-4a6d-9690-4465db53f452.png,0.0
1164.0,b505cbc1-7f37-42ef-8e32-04733d927c69.png,5.0
1165.0,9b4cd925-fcef-40d0-8d21-2ac0a3324f58.png,0.0
1165.0,1549fe72-3cdc-421f-b065-2681eab8ac42.png,0.0
1169.0,cd159d3d-2421-4156-9bce-99d54a35653e.png,2.0
1172.0,0a596757-3868-4ad9-9831-d1e1cbef75c0.png,6.0
1180.0,73b2a253-2c67-44f1-b293-3e42bce382a5.png,3.0
1203.0,bed5d9ec-f9a5-495e-841e-ad7ab13f5995.png,1.0
1209.0,fe985aed-17c5-4423-8568-0d383e59ea8a.png,0.0
1212.0,745830db-e313-4da6-acb1-d3fe074d20d8.png,2.0
1214.0,95f68e43-9470-4dc7-b0aa-fea2a91abc25.png,6.0
1242.0,7e334a18-3bc0-4690-8fd5-2a44131aca3d.png,0.0
1242.0,4019c29d-2717-4e01-b8eb-cb11cb458016.png,0.0
1248.0,fa6c223b-ae98-4a15-af9c-acba2537bedd.png,0.0
1248.0,16bead51-60fe-40ce-b748-1ad6a197824e.png,0.0
1248.0,5044e3c5-28d0-44e8-8449-707a74a8411a.png,0.0
1267.0,61132b0d-471c-4902-94a0-4082a561cf80.png,0.0
1319.0,90a3d203-64e5-49f2-b3f6-aaa6809ff0f8.png,5.0
1344.0,47d320fe-ebfb-4c72-84be-5e334c554f12.png,0.0
1344.0,eed834df-5459-4e02-9e3a-b8da8da3d5e1.png,0.0
1344.0,fc9bb927-8afb-42c5-928e-d8126df1d0d3.png,0.0
1352.0,9914a2e6-a0c9-40ad-adda-61ae2be8bcc3.png,0.0
1359.0,e89a513b-479c-4a7d-8542-f8736ae6c8ca.png,2.0
1368.0,76d4bf20-9f12-4947-abd0-38acc9572b32.png,1.0
1384.0,9b765b31-2455-4327-92de-8c1b7f9616ee.png,5.0
1435.0,77741072-07d3-43fa-840b-2f814335c9aa.png,5.0
1446.0,da6eff76-be5d-4136-9245-f3c43c91f58b.png,0.0
1446.0,293d8f94-c100-46d1-9705-fba6e76068f3.png,0.0
1454.0,be3ebf6a-79a7-44fe-a29b-2eec9f7d3eb4.png,0.0
1467.0,8d3112ce-497f-4052-9529-657b58f42564.png,5.0
1467.0,c1b1a38a-3ca9-4f62-8307-44b4da027482.png,5.0
1485.0,830f96f2-4663-4b91-afef-99853bdeff08.png,5.0
1528.0,55390221-e9be-44ee-a9ae-9c39523417f3.png,0.0
1565.0,6d63c3f4-d31d-42ab-b18f-457558f2754f.png,6.0
1567.0,2ea001e2-34c2-4eda-a52b-ac09ead94434.png,4.0
1578.0,6f288978-92cb-4c4f-b59f-e0afc0a4567a.png,5.0
1578.0,ceed3642-f107-4061-8afd-7271b4d6c8cc.png,5.0
1589.0,92f230b5-0404-4cd0-8047-d3a3511143c3.png,0.0
1589.0,26d2168b-b221-43d8-80a5-24b6c853f604.png,0.0
1589.0,314b29ef-c893-4039-972b-6ed9624fe313.png,0.0
1596.0,3181b79e-c49c-4da7-93f6-1a361be7f9d2.png,2.0
1605.0,faa0cc1a-187d-4082-84eb-610ed46e00be.png,0.0
1619.0,20a0cd94-f610-4a41-86d4-fad2f54c3cd3.png,0.0
1619.0,fd207482-3c26-44d5-a181-25aac084f99d.png,0.0
1626.0,8ac40d2d-58a7-4d0b-a42f-242b410589e3.png,6.0
1629.0,3d23c5ee-7bc8-4179-ab67-7658d5b7202a.png,5.0
1629.0,e432c777-8ba9-4bfc-b9b3-5571c04870d5.png,5.0
1629.0,da416aca-0e4e-49fd-a17a-9aaa85f36c7a.png,5.0
1646.0,128ce271-79d2-4b2c-b22f-95052526d660.png,0.0
1651.0,db4de66b-be0a-4146-8de5-a874aa545b6a.png,0.0
1657.0,461adda6-728f-484b-b2f0-cdbe7759477a.png,6.0
1673.0,46346dc8-2202-4e73-b64c-35e2399e501e.png,0.0
1679.0,52377588-f6b7-4137-a5a3-ff13838a9870.png,1.0
1702.0,49d776bf-ddb2-4ebf-8ec6-7fb16a1db4e6.png,1.0
1724.0,7618d43f-77e5-4e5e-b0d5-d675411dcc69.png,0.0
1754.0,70c57115-c5ad-480a-8816-524c92f85dde.png,3.0
1766.0,59b60195-90fa-4719-a236-f4de3c5b2615.png,1.0
1770.0,f4acdd30-55ba-4033-b323-4164c1567da6.png,4.0
1778.0,9237f803-11bd-42a2-a0ed-0942a149afe9.png,4.0
1784.0,3f99bcd1-50c4-4b0b-beff-57db7a6fb62e.png,6.0
1789.0,566a6d36-fd5c-4d3a-8d33-f8762dfafe89.png,6.0
1810.0,5a07e51a-470d-499b-bee7-e9612278845f.png,0.0
1810.0,1453f91a-fba7-4efb-b07d-d088970cc9cd.png,0.0
1810.0,d94b4ba5-5a9b-4a63-8313-f9634cb0b66b.png,0.0
1842.0,b5f2ffae-8a74-4997-96ec-c18b8de8b839.png,6.0
1849.0,15e1d741-53c5-41ef-81a7-de8207632682.png,0.0
1861.0,21e16b0d-d024-4602-9ff8-cd1a4408685f.png,3.0
1872.0,1a49fd93-cb64-45f4-92b5-7ac57e67765f.png,5.0
1872.0,dac7ed60-84a3-46b7-929d-5017e6d1b6e8.png,5.0
1877.0,0c61f55f-f7f9-414c-894b-4e9ce4a6b4c6.png,6.0
1909.0,5fbe87ba-be94-4f7c-af73-f1c393529305.png,0.0
1927.0,da823205-ca33-4e66-8cce-094d77ffa215.png,0.0
1930.0,601a88ba-6380-49af-bed0-ffb110aff12a.png,1.0
1939.0,491741f1-4b77-4d28-b7e3-d5819f465d18.png,0.0
1939.0,2626765a-187b-47e7-9ad0-a8b9735e71ba.png,0.0
1960.0,bea1fb93-223b-449c-942d-bd13f9c81014.png,6.0
1985.0,4f020f8a-b510-47b9-b569-097336690d8b.png,4.0
1996.0,8898db49-863f-474a-9445-d5c78c797a64.png,6.0
1997.0,819db9d5-4eb0-4f44-9d51-be00f62212ee.png,6.0
2011.0,d11952e7-455e-4f73-9103-1edb15bb1630.png,5.0
2022.0,dd17a4dc-7397-4ad0-91bd-65fa76378573.png,0.0
2033.0,88f43b9d-aad0-4e23-8a9a-4a74fbc4ebdd.png,1.0
2036.0,276bf8a7-9d45-472d-ba30-19a54e17bc8f.png,5.0
2036.0,fd5e49ec-5d5e-4070-9227-969ec29d7361.png,5.0
2036.0,ad70188e-7584-43f7-90ca-a2208230d75e.png,5.0
2036.0,1804cedb-fbae-45b0-bdb9-db5bdd34bb7a.png,5.0
2036.0,ab30adc6-ee29-4843-a3af-19ce199fbaf2.png,5.0
2040.0,e11e4c2e-e13a-4f97-9957-69a890d564e3.png,6.0
2047.0,824dc32f-328c-4ec2-97a7-9b3ac241114e.png,5.0
2057.0,9fd7e8cc-00db-435d-a988-0b16c691bc8e.png,5.0
2077.0,c04532b7-69b0-45a6-b1e8-e1dde37e7333.png,5.0
2094.0,ee48741a-057b-4cd6-a519-d0238a4ec74f.png,0.0
2104.0,94c102de-9bde-4bc0-8781-38334bfcbc72.png,6.0
2113.0,46ba4364-d07d-405e-a5dd-e2d8eef62f9e.png,6.0
2116.0,fe68a9f4-cfd1-4446-b1f7-e9a6f2b32181.png,0.0
2116.0,4e103e9d-7f80-4059-8504-e686f208e19a.png,0.0
2130.0,88eebf97-5afb-4866-861e-00968ff17d49.png,5.0
2170.0,189cd557-3a0a-440d-985c-a190ee4544b5.png,5.0
2170.0,f061a23c-ece9-482c-afb4-84cd4a5c4535.png,5.0
2170.0,7e9cc91f-ee95-4b7b-ab89-b215fbb984c1.png,5.0
2170.0,69b2dec7-0502-487f-a1e7-8cfb126a453e.png,5.0
2176.0,f448d6d4-9707-44b8-ae1c-ba75ae8d5301.png,4.0
2196.0,0b8753d7-4833-4ef2-bc71-07eae85b4bdc.png,0.0
2203.0,e300b393-087b-4135-9455-c84b5e9a4398.png,1.0
2248.0,8d09b637-5160-41c2-83dd-cbbd5a4a9420.png,1.0
2248.0,30265e7b-8022-40f2-960d-9bfb705e778a.png,1.0
2274.0,17504705-575d-44de-aaf4-9cda74710afb.png,5.0
2289.0,b470b138-44ac-44d7-a0cc-6af467efbf2e.png,0.0
2292.0,159b672b-2a04-45a4-8c5e-e05c9b7cd431.png,6.0
2330.0,77fabc7b-a05c-4b2b-af94-ba731113a0f5.png,6.0
2336.0,137cf51c-310d-4a77-992f-1e3fc0ef55b0.png,0.0
2340.0,e8eadcb1-bf67-49f8-88da-62b6ae830629.png,0.0
2356.0,7f1eda8a-5fd8-4990-844e-3fbb685ac1e1.png,5.0
2382.0,b285b24b-65f6-47cc-ae57-7e44399c986a.png,5.0
2402.0,bd9ad0c1-3fc9-4600-9edf-cd507dd2be3c.png,1.0
2417.0,aa890e8a-acac-4bc8-b92d-42240eef86d4.png,6.0
2419.0,3902c036-2505-49ea-9687-64ffc67e1b1b.png,1.0
2421.0,3b54c9d2-dfd8-4ab1-8b53-e1e5448ef54b.png,0.0
2451.0,f78ce84b-9865-4193-be02-a0e53841d703.png,0.0
2469.0,6a53c1ad-4263-4cd0-96f3-477aff63b5eb.png,0.0
2469.0,a4211740-383a-4b0f-a501-a51fe97c44c4.png,0.0
2486.0,38c201f3-3269-4522-affb-776ee0e90809.png,6.0
2488.0,c1e85be2-e421-40ae-ae19-db6491d49dec.png,0.0
2493.0,a729bc14-ac40-4040-ad94-e649ae06077c.png,2.0
2494.0,1f541740-e41f-432c-95c5-bd0e492ba185.png,6.0
2502.0,c21c1e97-1910-4fa9-9b34-203b52009af8.png,1.0
2509.0,ac94524a-2d83-4703-bb9e-220d6698a845.png,0.0
2515.0,6ef77323-aa87-45cc-bb78-796ed987bc72.png,2.0
2530.0,03485b1b-5e84-45a4-8bbb-7d5813ef6581.png,0.0
2555.0,641c2de2-8f9e-4baa-ba74-fcf75154e1f3.png,5.0
2560.0,a4dfc763-7f24-4eae-9bf0-73a3989af6fd.png,4.0
2574.0,fe6e0e58-aa69-44c3-9f5a-e7dc0d5101c9.png,0.0
2574.0,2cc62fda-ed9d-4857-9b94-3e9c7f29b0a6.png,0.0
2591.0,ed170f10-81e2-4b0a-8fef-c6335dd96a7c.png,0.0
2591.0,32f3f0bf-0af7-43e8-9232-fb85e2c8af53.png,0.0
2627.0,b0a8f134-425a-488a-b823-64d0de314194.png,6.0
2637.0,6a2bddfc-11d4-4c68-9f18-82b007899506.png,6.0
2642.0,d71da72c-ec27-40b5-ba99-10b039dda594.png,2.0
2650.0,62bc8cc7-d377-4329-a3d3-8b3c8a465a85.png,5.0
2650.0,35c8e24a-9071-47b2-ac06-f58f3ba595ad.png,5.0
2650.0,3325b372-b545-45a6-ae24-ea89b2c6c7c7.png,5.0
2650.0,42f211bf-f22e-4ce6-8520-2fd1e29ab43d.png,5.0
2650.0,39e4dcb9-2291-403c-9b18-7abccb275d7f.png,5.0
2659.0,70545f43-1ea3-480b-88b4-87116e5ba4e3.png,5.0
2659.0,b7501d2f-b062-49f9-9646-b52fa00bb932.png,5.0
2660.0,b6432c05-8282-437b-8493-d4583c2c3c2a.png,5.0
2667.0,c4ac8827-ef5d-4488-a685-c9b28f34e42c.png,4.0
2685.0,bc03d51c-e46a-4234-b1f1-d5d30764ee86.png,1.0
2700.0,55abdb6f-85f0-492a-adc8-ac4fa634adf2.png,0.0
2713.0,186cb552-3ed0-4897-ba7c-b2c1152455eb.png,6.0
2722.0,4eaaed0d-3171-4d75-9ca7-fb90c3c20ffb.png,5.0
2722.0,89cd3fbc-3205-4a1c-807f-a2a6a241de7c.png,5.0
2759.0,4410d2d1-f11e-40f1-a976-a743f22ab0c9.png,6.0
2775.0,939accf3-58aa-45b5-a1ac-7a57ad7d225e.png,0.0
2793.0,709e5229-7375-4dce-8cd5-b8f61289a730.png,1.0
2795.0,ffce375e-0e26-4234-a1d5-3c79be1af9db.png,1.0
2837.0,fdf34467-8014-44a3-85fd-39ae43e4a7c6.png,5.0
2837.0,e895a0ea-5c86-41ba-bfff-6562411e5cd6.png,5.0
2837.0,08579919-1c5b-48a2-968f-b186d8840683.png,5.0
2837.0,f51f62f6-496f-42af-9977-cc5c73641e8b.png,5.0
2891.0,5a8f5f17-fd6e-4600-a472-641345524746.png,3.0
2892.0,e980b03d-945a-4a18-94ba-263327d2a9da.png,0.0
2917.0,414e0f8c-9d07-4856-bbf4-47e1e753b250.png,3.0
2920.0,c4c2007a-ac83-4fd1-88e1-cd701ea0a530.png,1.0
2940.0,7312ac7e-7c17-423d-9d65-c8c32d4fc276.png,3.0
2944.0,9ea3d06c-0bf5-4401-af49-986f35a57b2e.png,5.0
2944.0,548e8910-b32c-436f-8179-9d1bc875294a.png,5.0
2964.0,6abd4259-086b-4355-8ad1-9be373c9161a.png,0.0
2970.0,a6114539-1847-40e3-8e22-c358a718d3de.png,5.0
2970.0,ed3a406c-9470-41e7-bc29-77c9552d1af0.png,5.0
2970.0,f3e84fcc-ad9a-48c5-9fc1-7b5b2f8c7976.png,5.0
2970.0,9ce78501-fb24-46d9-8038-97ca69ca9ba5.png,5.0
2990.0,a2b15f0d-4bce-4e43-b71d-aea4322ea51c.png,6.0
2999.0,9faf8d50-6e3d-4a36-8a4e-88dc61054aa6.png,0.0
2999.0,8a68f7bc-fdc8-4f07-8a76-ded66756241c.png,0.0
2999.0,5a426033-848d-4c62-9991-dbe5e165bddd.png,0.0
2999.0,c5a9cf1c-cd76-4d9f-a008-b458d4b98f00.png,0.0
3006.0,217cca69-1f80-446e-814b-94eb3cf2d8de.png,5.0
3026.0,63788f2b-28f4-4d09-93b0-125751d96c6f.png,0.0
3083.0,5bc6cad8-de6b-41a9-a1a2-ce0035fafc33.png,5.0
3085.0,5c9e6427-953e-4c36-9d37-4fa77a13c3d3.png,0.0
3086.0,4c6ea5ec-94fe-410a-956a-b9eb47594a8b.png,0.0
3086.0,15418cbb-36fd-410d-bbca-bb96f03ef1c9.png,0.0
3088.0,8ec834f7-7101-47ee-af97-88bfd35f049a.png,3.0
3092.0,a252121e-c6cf-47ce-8441-a84be5480c10.png,0.0
3092.0,e539b444-c881-4070-b4b4-1547dfcff0cc.png,0.0
3092.0,1563a451-9cc4-4bc6-8143-1097278732a8.png,0.0
3114.0,0244e569-26b5-44b5-bb7e-8d522c53a225.png,3.0
3136.0,7830a250-605f-4eb0-ba30-aee26ac20bb1.png,6.0
3164.0,e9f1c0f0-2f40-4599-9e8b-f7b6752dd971.png,6.0
3167.0,8b258462-9236-427e-b8b4-e0f3d064aba3.png,0.0
3167.0,f093b222-64d3-4dff-8c0f-a4fe0f451615.png,0.0
3167.0,2b896bb1-d58e-4b8e-bfc2-260d950a940e.png,0.0
3175.0,622857c9-ef2d-4087-95c7-17ce19a64f5a.png,1.0
3185.0,04a3eb82-a7ec-4b54-87d6-30ee3496b06d.png,1.0
3192.0,f1f93194-2e66-4c8b-9b68-ba46a02afb9b.png,2.0
3195.0,f3a83c9f-9219-4fb8-b42a-eb749d0fc525.png,2.0
3216.0,05998278-a0a9-45b9-9feb-503309746950.png,1.0
3241.0,708795a5-557a-485c-8fb8-fe8650bd9eb6.png,3.0
3294.0,8e2c0cf9-dcbc-427a-991d-a8dd4fab9df7.png,5.0
3304.0,19935f9e-42b1-4fe7-822f-2d2202cd28ee.png,0.0
3304.0,7887bc27-4901-4511-885e-49b251f99435.png,0.0
3304.0,949a3202-688e-4f0d-91dd-c919d30baa90.png,0.0
3304.0,1eb33c9a-f049-485d-af84-1f6ed0784727.png,0.0
3348.0,07175f42-219d-402c-b6c4-2b8137ec5127.png,0.0
3348.0,f4ca990d-34ad-4cfe-a6f5-0702f7d379e0.png,0.0
3365.0,9c733371-395f-498b-9170-8ba4d030f5cc.png,3.0
3404.0,02c5d7bb-4668-4f22-9f1e-382a0cb32d26.png,6.0
3453.0,26a0df64-e759-4df0-bbc5-2d2d24bf8e71.png,5.0
3453.0,57e1850b-08ff-4bb7-a1ca-b69756ae9175.png,5.0
3453.0,7cc122a7-a711-4234-8948-31ce3f73bac2.png,5.0
3521.0,c18af591-d1f4-4ac0-a170-67da2607a754.png,0.0
3521.0,235c6b6a-ade9-4146-a2ad-8d4bc8ce5d55.png,0.0
3521.0,765574c7-49f2-4266-b610-83a5cd141f40.png,0.0
3534.0,6b4ce3e7-d35c-4c43-9afa-9f6173940b0e.png,0.0
3556.0,7e8743e1-d9b9-43f7-83cd-239c89bd635a.png,5.0
3575.0,58c496fe-4658-4c5e-8be2-4edf5eb4a7ed.png,0.0
3575.0,96adb5ca-f267-4837-a3f8-8b4a7ef69776.png,0.0
3636.0,19401495-3561-4ce1-9356-e8c53c9d6bc4.png,0.0
3642.0,23112de3-7b7d-4beb-b2a9-ae92dce54be8.png,3.0
3646.0,e3f4a30e-4956-4ede-acc1-09f37026f61d.png,5.0
3646.0,5ca5f5f6-ebb9-46e6-abec-1dd1660211f2.png,5.0
3646.0,c32f9b3d-e02a-4337-8312-8e06655349b4.png,5.0
3646.0,bfdfa6ea-2952-41c7-adf4-c6178f7700ba.png,5.0
3646.0,49648b54-f6c6-4751-b67d-afe83984de0d.png,5.0
3659.0,95bb342d-9152-4a5e-8384-d0f00c8fa8ad.png,2.0
3666.0,c674023f-9cb1-4ed2-a125-e96e95d79d7c.png,3.0
3670.0,7146ec40-fbb5-4497-b928-b960c10ba9a0.png,6.0
3671.0,ed0cbbd8-5fc5-4172-b8eb-67b0272df400.png,6.0
3683.0,c79670b3-4104-4b81-92b3-3578b4a086e3.png,6.0
3691.0,bebda890-35aa-4d23-a5a7-ec01b42eb486.png,2.0
3715.0,406b649c-8ff8-49ce-be81-8366a3bbb5a6.png,6.0
3716.0,0946850b-454b-4c48-8c55-78e028441c77.png,5.0
3722.0,33d469ff-6601-42b0-a7ec-42f7828e0f67.png,1.0
3727.0,1f024ecd-117f-444a-aa44-32a42fe81ab5.png,2.0
3744.0,76039e94-3e42-408e-97c2-dc82781cf9db.png,3.0
3751.0,daa49bff-c8b5-410b-a5d4-b8b1db1cd7bc.png,2.0
3760.0,a4b82007-6f1f-4393-9c44-2ae69a023f94.png,2.0
3763.0,f2dd4ac0-4259-4e1e-9acd-641f1f551bc3.png,0.0
3779.0,ff1bf05c-493b-447e-8568-a2f865dce914.png,6.0
3781.0,0c5cbb63-7fcc-4494-b9ec-7b02836e8297.png,6.0
3814.0,37620f94-8eeb-4a39-9835-831c6d32d2b7.png,1.0
3814.0,0d8867a5-6c04-4f66-b05f-9e7463eb5af6.png,1.0
3814.0,6de86568-b42c-4b3c-af5b-b1aeb1b5317f.png,1.0
3816.0,b9b40b70-ca79-436f-95a9-0314f773d2e9.png,5.0
3832.0,ff3fb4c6-dd39-4374-81c5-b6a251ae3755.png,0.0
3854.0,f7433e69-2a61-46c9-a7de-40cf4cf90f2d.png,0.0
3896.0,fcb00d63-c44c-4754-8050-97bbb78e3b4f.png,1.0
3900.0,3c251d5b-cdb8-4f72-ad98-4a739fb25a9a.png,0.0
3927.0,f479c2fb-d003-4e04-9b22-6b4ac4e110f8.png,6.0
3933.0,fc829799-e5b2-4c90-989c-34e83831bb8a.png,6.0
3961.0,1d12eec9-cd1a-4d57-911a-ccae9fce65ae.png,0.0
3972.0,f2aee933-4d6f-4862-b3bc-544187d04ae3.png,2.0
4016.0,2209cc9e-8a9c-40da-923e-6d9ceb198032.png,3.0
4016.0,aa9ed2d8-f24e-4277-bd5f-393277088305.png,3.0
4019.0,4e3f8a4e-0edf-4538-8870-61e1c1a1f59d.png,0.0
4023.0,315636d4-f945-451c-a2f8-eb35074a3bfa.png,0.0
4023.0,42548e1f-8c93-409c-a245-b51f5b2e71ad.png,0.0
4023.0,5b8602b9-c852-4b89-ac63-c1987d90968f.png,0.0
4042.0,e50dcfe7-5bd3-4c36-b689-4e51be0d235c.png,5.0
4090.0,476f7a95-e7bc-4a57-974b-8f0a79e40dc8.png,1.0
4092.0,bc9c7e3e-98e4-4053-b2d1-68b56278ff90.png,0.0
4095.0,a5550473-4122-4d9b-a792-f8d8353b8bfd.png,0.0
4095.0,7fd12a10-d5d8-41be-b5e5-76d2868757b1.png,0.0
4095.0,0cebb60a-aeb7-4789-8e71-7ae8af978fc2.png,0.0
4095.0,18be0ca7-f57d-4ee2-99e4-f1f011dae61a.png,0.0
4105.0,dc5ce7ca-e437-4853-b5b9-66529079e43e.png,6.0
4107.0,cab77706-546e-48b0-8036-9ba2993ce913.png,0.0
4107.0,995c119b-d140-4bac-a903-ed5e55ffad87.png,0.0
4107.0,e7218212-566d-42be-8fa5-f7f9d8658304.png,0.0
4114.0,d7cbd5a6-de08-4c74-b35d-adf767d878bb.png,6.0
